ID,Solutionlist,Savedsolutions,Savedobjectives,parametername,parameterbounds,objectivebounds,objectivename,parameter_timestamp,objective_timestamp,prolific_ID,saved_timestamp,objectiveminmax,ismanual,taskdescription,chosen_solution,start_timestamp,tutorial,randomizerstatus,pass,tutorial_timestamp
653,"""""","""""","""""","""body fat percentage/%,overall weight/kg""","""8,30,60,80""","""5,20,3,20""","""weight lost/kg,fat percentage lost/%""","""""","""2024-09-30 17:12:35""",6682a292ff517ff8e80074fd,"""""","""minimize,minimize""",0,"""""","""""","""2024-09-30 17:04:11""","""1""",1,3,"""2024-09-30 17:06:48"""
654,"""450,700,205,367,800,350,305""","""450,700,205,367,800,350,305""","""30,50,45,65,80,86,79""","""Calories/kcal""","""200,1200""","""0,100""","""Healthiness""","""""","""2024-09-30 17:14:36""",5dfe7de0bf3d4eb1cc979a7a,"""2024-09-30 17:17:29""","""maximize""",1,"""""","""""","""2024-09-30 17:03:35""","""1""",2,3,"""2024-09-30 17:07:40"""
655,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5f3838bf6b6b703315fc0ad1,"""""","""""",0,"""""","""""","""2024-09-30 17:03:19""","""1""",2,3,""""""
656,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66cf216cef76bdfb35082816,"""""","""""",0,"""""","""""","""2024-09-30 17:05:10""","""1""",1,0,"""2024-09-30 17:12:51"""
657,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6683cb7b794b90b5d74ced7a,"""""","""""",1,"""""","""""","""2024-09-30 17:05:29""","""1""",2,3,"""2024-09-30 17:10:20"""
658,"""""","""""","""""","""""","""""","""""","""""","""""","""""",60b7e1bcfe148de04d17624b,"""""","""""",0,"""""","""""","""2024-09-30 17:07:49""","""1""",1,0,"""2024-09-30 17:26:30"""
659,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66a4f108a03ede09bb40255c,"""""","""""",1,"""""","""""","""2024-09-30 17:24:38""","""1""",2,3,"""2024-09-30 17:09:28"""
660,"""1400,100,300,40,30,1600,150,100,90,90,1500,100,400,20,10,1800,160,80,70,80,2000,30,400,90,30,1900,160,110,40,20,1450,150,450,40,20,1600,50,300,60,30,1400,120,400,40,60,1300,60,50,10,100,1350,30,400,20,10,1700,180,400,60,20,1800,120,300,40,70,1900,30,490,10,90,1600,100,100,20,20,1300,180,400,80,20,1800,100,200,10,20,1650,140,100,80,10,1600,200,300,10,90,1800,39,200,60,20,1200,30,100,20,10,1400,40,130,20,50""","""1400,100,300,40,30,1600,150,100,90,90,1500,100,400,20,10,1800,160,80,70,80,2000,30,400,90,30,1900,160,110,40,20,1450,150,450,40,20,1600,50,300,60,30,1400,120,400,40,60,1300,60,50,10,100,1350,30,400,20,10,1700,180,400,60,20,1800,120,300,40,70,1900,30,490,10,90,1600,100,100,20,20,1300,180,400,80,20,1800,100,200,10,20,1650,140,100,80,10,1600,200,300,10,90,1800,39,200,60,20,1200,30,100,20,10,1400,40,130,20,50""","""100,900,900,800,100,900,950,800,20,30,600,300,850,780,200,300,600,800,200,300,300,600,900,800,700,900,900,800,800,900,400,300,700,500,300,900,300,600,600,200,800,400,500,200""","""energy value of food/kcal,protein,vitamins,fat,carbohydrates""","""1200,2000,20,200,20,500,10,100,10,100""","""10,1000,10,1000""","""hunger,feeling energetic""","""""","""2024-09-30 17:32:21""",669c1ff536eeb8c957b7f1bf,"""2024-09-30 17:54:07""","""minimize,maximize""",1,"""""","""0""","""2024-09-30 17:07:49""","""1""",1,3,"""2024-09-30 17:18:00"""
661,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6128e310f8c34c524eb39ad0,"""""","""""",0,"""""","""""","""2024-09-30 17:08:21""","""1""",2,0,"""2024-09-30 17:23:01"""
662,"""""","""""","""""","""""","""""","""""","""""","""""","""""",55ac3198fdf99b6de3b68b23,"""""","""""",0,"""""","""""","""2024-09-30 17:10:20""","""1""",1,3,"""2024-09-30 17:21:07"""
663,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66abc6473749722e4052f457,"""""","""""",1,"""""","""""","""2024-09-30 17:08:37""","""1""",2,0,"""2024-09-30 17:19:46"""
664,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5b50c00d65949d000162cec3,"""""","""""",0,"""""","""""","""2024-09-30 17:09:19""","""1""",1,3,"""2024-09-30 17:16:05"""
665,"""1200,10,1500,13,1800,15,1800,18,1900,20,2000,24,2200,28,2400,30,1500,30,1700,30""","""1200,10,1500,13,1800,15,1800,18,1900,20,2000,24,2200,28,2400,30,1500,30,1700,30""","""2,100,1.8,105,1.7,110,1.6,115,1.5,125,1.4,130,1.3,140,1.2,140,1.8,140,1.7,145""","""Caloric Intake/kcal,Proteins/%""","""1200,2500,10,35""","""1,2,100,150""","""Weight loss/kg,Nutrient Density/%""","""""","""2024-09-30 17:16:31""",5eceef5fa487421604c337ba,"""2024-09-30 17:20:57""","""minimize,maximize""",1,"""""","""9""","""2024-09-30 17:09:53""","""1""",2,3,"""2024-09-30 17:10:30"""
666,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66746e0d7068f7b381b5302d,"""""","""""",1,"""""","""""","""2024-09-30 17:13:29""","""1""",1,3,"""2024-09-30 17:47:57"""
667,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5d8b66f5d189bd001a378273,"""""","""""",0,"""""","""""","""2024-09-30 17:13:23""","""1""",2,0,"""2024-09-30 17:23:44"""
668,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63e96aac1a64f6442aeadf72,"""""","""""",0,"""""","""""","""2024-09-30 17:10:59""","""1""",1,3,""""""
669,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5a541218eedc32000142254b,"""""","""""",1,"""""","""""","""2024-09-30 17:15:27""","""1""",2,0,"""2024-09-30 17:48:20"""
670,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66a4f108a03ede09bb40255c,"""""","""""",1,"""""","""""","""2024-09-30 17:24:38""","""1""",2,3,""""""
671,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5c0ed000fd0c0a0001f881ea,"""""","""""",0,"""""","""""","""2024-09-30 17:17:29""","""1""",1,3,""""""
672,"""""","""""","""""","""""","""""","""""","""""","""""","""""",55a9f6a1fdf99b2d81b5295f,"""""","""""",1,"""""","""""","""2024-09-30 17:56:27""","""1""",2,3,""""""
673,"""""","""""","""""","""dsadfa,sdaf""","""2,222,2,222""","""22,222,22,222""","""sdfas,sdfa""","""""","""2024-09-30 18:13:04""",sfasdfatewtasfsdf,"""""","""minimize,minimize""",1,"""""","""""","""2024-09-30 18:11:59""","""1""",1,3,"""2024-09-30 18:12:40"""
674,"""""","""""","""""","""dsafa,sdafs""","""2,2222,22,22222""","""2,222,2,222""","""dfas,dfsa""","""""","""2024-09-30 18:14:32""",fastapitesttest,"""""","""minimize,minimize""",0,"""""","""""","""2024-09-30 18:13:38""","""1""",2,3,"""2024-09-30 18:14:07"""
675,"""1800,55,1600,50,2000,65,1600,55,2000,65,1800,55,1900,60,2000,50,1650,52,1950,62""","""1800,55,1600,50,2000,65,1600,55,2000,65,1800,55,1900,60,2000,50,1650,52,1950,62""","""8,20,15,15,5,10,8,11,10,10,8,15,5,15,11,11,12,20,5,12""","""Calorie input,Weight/kg""","""1600,2000,50,65""","""5,15,10,20""","""Weight loss/kg,Healthy lifestyle""","""""","""2024-09-30 19:22:42""",668d59d6c374e2043efdf495,"""2024-09-30 19:27:50""","""minimize,minimize""",1,"""""","""""","""2024-09-30 19:15:46""","""1""",1,3,"""2024-09-30 19:18:09"""
676,"""1720,108,67,108,2420,52,24,245,2127,137,53,189,1951,81,39,252,1806,149,35,295,2116,93,74,157,2337,122,49,201,1522,66,58,139,1620,127,43,169,2301,83,63,284,1609,88,28,192,1544,52,27,157,1662,52,20,233,1500,56,43,151,1500,81,20,300,1595,94,32,263,1833,63,20,300,1500,143,38,222,1500,72,20,100,1711,83,54,102,1500,84,44,114""","""1720,108,67,108,2420,52,24,245,2127,137,53,189,1951,81,39,252,1806,149,35,295,2116,93,74,157,2337,122,49,201,1522,66,58,139,1620,127,43,169,2301,83,63,284,1609,88,28,192,1544,52,27,157,1662,52,20,233,1500,56,43,151,1595,94,32,263,1833,63,20,300,1500,143,38,222,1711,83,54,102""","""1720,67,25,6,2420,24,20,7,2127,53,25,8,1951,39,15,7,1806,35,30,8,2116,74,15,7,2337,49,20,8,1522,58,15,7,1620,43,20,8,2301,63,15,7,1609,28,20,6,1544,27,15,5,1662,20,20,6,1500,43,20,7,1595,32,25,7,1833,20,30,6,1500,38,25,7,1711,54,10,7""","""Calorie Intake/kcal,Protein Intake/grams,Fat Intake/grams,Carbohydrate Intake\t/grams""","""1500,2500,50,150,20,80,100,300""","""1500,2500,20,80,0,50,1,10""","""Caloric Intake/kcal,Fat Intake/grams,Sugar Intake/grams,Nutritional Satisfaction/subjective measure""","""""","""2024-09-30 20:17:04""",6689bb3cc0ed556412c28963,"""2024-09-30 21:51:07""","""minimize,minimize,minimize,maximize""",0,"""""","""4""","""2024-09-30 19:26:43""","""2""",2,3,"""2024-09-30 20:16:49"""
677,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63e51ccb431bed8154fc6aae,"""""","""""",0,"""""","""""","""2024-09-30 19:17:19""","""1""",1,0,"""2024-09-30 19:23:34"""
678,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66d73c2beac2300ede47388b,"""""","""""",1,"""""","""""","""2024-09-30 19:15:51""","""1""",2,0,"""2024-09-30 19:19:51"""
679,"""""","""""","""""","""""","""""","""""","""""","""""","""""",594a8e2eeaa18e000163f6cd,"""""","""""",1,"""""","""""","""""","""""",1,3,""""""
680,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5ecd2230b3956a034ebcc660,"""""","""""",0,"""""","""""","""2024-09-30 19:16:02""","""1""",2,3,"""2024-09-30 19:20:42"""
681,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6684260171dd043b5b2d11c3,"""""","""""",1,"""""","""""","""2024-09-30 19:16:23""","""1""",1,3,"""2024-09-30 19:21:44"""
682,"""51,1613,54,1583,54,1686,53,1518,52,1663,55,1533,54,1596,52,1647,53,1546,55,1692,53,1588,54,1528,53,1524,55,1557,54,1586,51,1576,52,1614,54,1547,54,1549,54,1549,54,1549""","""51,1613,54,1583,54,1686,53,1518,52,1663,55,1533,55,1692,54,1547,54,1549,54,1549""","""107,1600,1500,105,1500,1200,105,1690,1600,110,1500,1300,109,1600,1100,110,1550,1750,105,1700,1900,106,1700,2000,108,1700,1800,110,1600,2000""","""weight,caloric intake""","""51,55,1500,1700""","""105,110,1500,1700,1000,2000""","""Whole food ingredients/count the number of plants consumed per week,Eat enough calories/per day,Cost effective meals/Rands per week ""","""""","""2024-09-30 19:34:17""",60365639219b964d424581d6,"""2024-09-30 19:43:08""","""minimize,minimize,minimize""",0,"""""","""1""","""2024-09-30 19:25:33""","""2""",2,3,"""2024-09-30 19:19:53"""
683,"""""","""""","""""","""""","""""","""""","""""","""""","""""",646bd812bf93129feeb5a3dc,"""""","""""",0,"""""","""""","""2024-09-30 19:17:15""","""1""",1,0,"""2024-09-30 19:23:05"""
684,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5de5496937e1d50ca63e0fa5,"""""","""""",1,"""""","""""","""2024-09-30 19:16:57""","""1""",2,3,"""2024-09-30 19:23:37"""
685,"""""","""""","""""","""""","""""","""""","""""","""""","""""",60bbe0da43325dadf2b1b6a9,"""""","""""",0,"""""","""""","""2024-09-30 19:17:11""","""1""",1,0,"""2024-09-30 19:23:37"""
686,"""11,400,10,350,19,700,15,550,11,650,18,400,12,500,17,450,13,450,17,575""","""11,400,10,350,19,700,15,550,11,650,18,400,12,500,17,450,13,450,17,575""","""5,6,1,3,3,3,2,3,2,1""","""fat intake per meal/grams,caloric intake per meal/calories""","""10,19,350,700""","""1,6""","""lose weight per week/pounds""","""""","""2024-09-30 19:38:32""",5769a352f48c3b00016737f9,"""2024-09-30 19:43:59""","""minimize""",1,"""""","""9""","""2024-09-30 19:17:12""","""1""",2,3,"""2024-09-30 19:22:34"""
687,"""""","""""","""""","""Calories consumed,Hours of exercise/Hours""","""1000,4000,0,14""","""1,100,1,100""","""Weightloss/Pounds,Energy""","""""","""2024-09-30 19:29:25""",558fff05fdf99b3f7aada357,"""""","""maximize,maximize""",1,"""""","""""","""2024-09-30 19:25:20""","""2""",1,3,"""2024-09-30 19:20:05"""
688,"""1233,23,147,951,15,116,1060,20,134,1424,18,103,1484,22,125,1132,20,143,1019,24,107,1296,17,126,1262,15,128,1491,18,109,1082,16,148,1087,16,148,1246,15,126,1299,17,138,1263,18,134,1400,16,143,1202,17,136,1328,16,134""","""1233,23,147,951,15,116,1060,20,134,1424,18,103,1484,22,125,1132,20,143,1019,24,107,1296,17,126,1082,16,148,1087,16,148,1246,15,126,1299,17,138,1263,18,134,1202,17,136""","""1200,70,1100,60,1200,70,1350,60,1500,55,1150,70,1050,55,1000,50,1200,70,1100,60,1200,75,1000,50,1200,80,1200,55""","""Calories,Fat,Carbohydrates""","""900,1500,15,25,100,150""","""1000,1500,50,100""","""Daily intake,cost weekly/$""","""""","""2024-09-30 19:35:10""",662939605d80002420c06af7,"""2024-09-30 19:44:24""","""minimize,minimize""",0,"""""","""7""","""2024-09-30 19:19:07""","""1""",2,3,"""2024-09-30 19:25:03"""
689,"""46,1,57,9,82,4,21,6,10,4,99,7,41,5,87,1,52,1,57,0,95,2,97,0,30,1,50,1,5,3,86,1,17,3,98,8,100,8,100,8,98,8,63,9,71,7,72,7,63,1,98,8,62,1""","""46,1,57,9,82,4,21,6,10,4,99,7,52,1,98,8,100,8,71,7,72,7,98,8""","""1,50,6,70,7,50,8,50,4,30,3,90,7,20,9,90,10,90,9,50,8,60,10,95""","""Healthiness/percentage,Weight loss/kilos""","""0,100,0,10""","""0,10,0,100""","""Flavour rating,Cost/euros""","""""","""2024-09-30 19:27:32""",667a004aec30bc6bcf44406f,"""2024-09-30 19:32:48""","""maximize,minimize""",0,"""""","""9""","""2024-09-30 19:16:46""","""1""",1,3,"""2024-09-30 19:23:19"""
690,"""""","""""","""""","""""","""""","""""","""""","""""","""""",661ffc54a056bd10dc4b95a1,"""""","""""",1,"""""","""""","""2024-09-30 19:17:54""","""1""",2,3,""""""
691,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6564a8cb7b92b2429bd8c189,"""""","""""",1,"""""","""""","""2024-09-30 19:17:04""","""1""",1,0,"""2024-09-30 19:32:35"""
692,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66bc94bf776a4169d4b15b7c,"""""","""""",0,"""""","""""","""2024-09-30 19:17:03""","""1""",2,0,"""2024-09-30 19:21:16"""
693,"""""","""""","""""","""""","""""","""""","""""","""""","""""",666992d278d52875e22a2597,"""""","""""",1,"""""","""""","""""","""""",1,3,""""""
694,"""72,595,38,187,10,955,76,314,88,824,22,414,70,19,93,506,87,147,86,456,86,118,90,121,92,520,52,127,56,129""","""72,595,38,187,10,955,76,314,88,824,22,414,70,19,87,147,86,118,90,121,52,127""","""60,90,60,80,65,75,55,80,62,82,74,88,72,89,66,77,59,84,61,78,55,85""","""Calories,Cost/euro""","""1,100,10,1000""","""50,100,1,100""","""Weight /kg,Health""","""""","""2024-09-30 19:40:36""",6686e6b59dd2d0b9f4b4f531,"""2024-09-30 19:51:45""","""minimize,maximize""",0,"""""","""10""","""2024-09-30 19:29:04""","""2""",2,3,"""2024-09-30 19:26:50"""
695,"""30,40,28,32,28,40,24,37,21,36,29,36,22,32,22,34,26,35,22,34,22,34""","""30,40,28,32,28,40,24,37,21,36,29,36,22,32,22,34,26,35,22,34,22,34""","""30,40,30,31,23,32,29,34,22,38,28,32,21,31,26,36,25,34,27,34,26,34""","""apple,orange""","""20,30,30,40""","""20,30,30,40""","""apple,orange""","""""","""2024-09-30 19:29:18""",5f62c1eea3901f34d53e1c18,"""2024-09-30 19:47:28""","""minimize,minimize""",1,"""""","""""","""2024-09-30 19:16:58""","""1""",1,3,"""2024-09-30 19:18:24"""
696,"""12,14,6,19,7,10,11,16,10,9,8,15,10,11,10,11,11,8,12,10,12,9,12,8,8,8""","""12,14,6,19,7,10,11,16,10,9,8,15,10,11,10,11,12,10,12,9,12,8""","""9,4,12,7,9,4,10,7,14,6,9,4,8,4,9,7,10,8,9,4,9,7""","""Belly fat /Kilograms ,Bodyweight /Kilograms ""","""5,13,8,20""","""3,15,4,9""","""Lower body /KG,Injury risk""","""""","""2024-09-30 20:01:14""",6679ca5a014573f419db01e0,"""2024-09-30 20:38:49""","""maximize,minimize""",0,"""""","""4""","""2024-09-30 19:43:46""","""2""",2,0,"""2024-09-30 19:34:36"""
697,"""10,24,16,21,13,23,6,19,8,22,16,18,19,18,14,25,20,19,19,19,18,19,13,19,19,20""","""10,24,16,21,13,23,6,19,8,22,16,18,19,18,14,25,20,19,13,19""","""60,1,70,2,80,3,40,6,40,5,90,2,85,1,60,5,100,1,65,2""","""Weight lost/Kilo,Stay healthy/BMI""","""5,20,18,25""","""20,100,0,10""","""Diet plan ,Malnutrition.""","""""","""2024-09-30 21:49:36""",668572ebf69d3ee8c00499f4,"""2024-09-30 21:56:31""","""maximize,minimize""",0,"""""","""""","""2024-09-30 21:27:20""","""1""",1,3,"""2024-09-30 21:43:28"""
698,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66660a053b08e2a34f9b945c,"""""","""""",1,"""""","""""","""2024-09-30 19:19:27""","""1""",2,3,"""2024-09-30 19:23:46"""
699,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63bc819194ca25a555eb8fb5,"""""","""""",0,"""""","""""","""2024-09-30 19:19:45""","""1""",1,0,"""2024-09-30 19:25:45"""
700,"""5,5,7,4,6,4,8,4,5,4,6,3,6,4,6,5,8,5,7,3""","""5,5,7,4,6,4,8,4,5,4,6,3,6,4,6,5,8,5,7,3""","""5,6,6,10,6,8,5,7,6,7,7,5,7,5,7,7,7,10,6,5""","""fruits,vegetables""","""5,8,3,5""","""4,7,5,10""","""fruits vitamins,vegetable metabolism rate""","""""","""2024-09-30 19:39:49""",611bf41079ffca32db5a3080,"""2024-09-30 19:53:55""","""maximize,maximize""",1,"""""","""""","""2024-09-30 19:18:44""","""1""",2,3,"""2024-09-30 19:29:17"""
701,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66e8f81e357d882730f18be0,"""""","""""",1,"""""","""""","""2024-09-30 19:18:55""","""1""",1,0,"""2024-09-30 19:25:22"""
702,"""""","""""","""""","""Calorie intake/kcal,Water and hydrating foods/Liters""","""1200,2200,2,6""","""1200,2200,2,6""","""Calorie intake/Kilocalorie,Water and Hydrating foods/Liters""","""""","""2024-09-30 20:08:00""",663b7c56cfcf4c8ef34b5675,"""""","""minimize,maximize""",0,"""""","""""","""2024-09-30 19:48:23""","""2""",2,3,"""2024-09-30 19:43:27"""
703,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6053e01a6a8e8516ba7d47a7,"""""","""""",0,"""""","""""","""2024-09-30 19:19:02""","""1""",1,3,"""2024-09-30 19:30:10"""
704,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5f0a686635f72917e94c7a63,"""""","""""",1,"""""","""""","""2024-09-30 19:20:58""","""1""",2,0,"""2024-09-30 19:30:09"""
705,"""10,5,10,9,8,7,7,4,5,6,6,7,8,9,10,9,9,8,7,7""","""10,5,10,9,8,7,7,4,5,6,6,7,8,9,10,9,9,8,7,7""","""2,8,3,10,3,9,3,4,3,4,3,8,3,7,3,6,2,10,3,9""","""Lose weight,Stay healthy""","""5,10,0,10""","""2,3,0,10""",""" Time/months ,Toughness""","""""","""2024-09-30 19:50:56""",664d01a8e8a3420b747c6c26,"""2024-09-30 20:07:00""","""minimize,maximize""",1,"""""","""""","""2024-09-30 19:33:51""","""2""",1,3,"""2024-09-30 19:29:44"""
706,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5d1de45ba4dd8a001aaca05c,"""""","""""",0,"""""","""""","""2024-09-30 19:18:44""","""1""",2,3,"""2024-09-30 19:31:41"""
707,"""10,176,6,258,7,131,8,211,8,112,7,229,6,166,7,247,7,160,9,128,8,124,10,134,10,106,5,189,7,126,8,119,5,154,9,122,6,161,10,254,8,277,9,246,9,242,10,254,10,251,9,246,5,261,6,127,7,193,8,262""","""10,176,6,258,7,131,8,211,8,112,7,229,7,247,9,246,10,254,7,193""","""1000,2000,600,700,3500,502,750,650,3400,850""","""Lose weight/lbs,Protein/grams""","""5,10,100,300""","""500,3500""","""calorie intake/kcal""","""""","""2024-09-30 19:40:51""",63d41c2627381fc53af61e58,"""2024-09-30 19:46:52""","""minimize""",0,"""""","""""","""2024-09-30 19:33:29""","""2""",1,3,"""2024-09-30 19:25:53"""
708,"""""","""""","""""","""""","""""","""""","""""","""""","""""",65e9fbe46ad3a93ae116ca4b,"""""","""""",1,"""""","""""","""2024-09-30 19:19:17""","""1""",2,0,"""2024-09-30 19:36:58"""
709,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6619a616da490424ed8ec860,"""""","""""",1,"""""","""""","""2024-09-30 19:19:39""","""1""",1,3,"""2024-09-30 19:29:32"""
710,"""""","""""","""""","""""","""""","""""","""""","""""","""""",656e0dab178ffccdaa47202e,"""""","""""",0,"""""","""""","""2024-09-30 19:19:07""","""1""",2,0,"""2024-09-30 19:24:10"""
711,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5fa1e1267a3f7037fd2bdf13,"""""","""""",1,"""""","""""","""2024-09-30 19:19:01""","""1""",1,0,"""2024-09-30 19:20:29"""
712,"""57,35,329,64,29,276,66,33,376,55,21,230,52,32,259,70,23,312,61,39,212,60,25,359,50,20,200,62,20,200,50,20,301,50,20,400,57,35,279,50,20,400,69,23,204,70,26,237,56,23,393,54,31,368,50,20,400,60,20,300,70,40,292""","""57,35,329,64,29,276,66,33,376,55,21,230,52,32,259,70,23,312,61,39,212,60,25,359,50,20,200,62,20,200,50,20,301,57,35,279,54,31,368,50,20,400,60,20,300""","""2650,2,2700,2,2850,1,2100,5,2500,3,2700,2,2600,2,2550,3,2000,7,2100,6,2100,5,2550,3,2650,3,2200,5,2550,4""","""Protein/grams,Fibre/grams,Carbohydrates/grams""","""50,70,20,40,200,400""","""2000,3000,1,10""","""Calorie intake/calories per day,Hunger""","""""","""2024-09-30 19:56:40""",668da9927617a184a638a005,"""2024-09-30 20:38:56""","""minimize,minimize""",0,"""""","""3""","""2024-09-30 19:38:44""","""2""",2,3,"""2024-09-30 19:36:54"""
713,"""""","""""","""""","""""","""""","""""","""""","""""","""""",604bd226587ce0cb9d88c8f6,"""""","""""",1,"""""","""""","""2024-09-30 19:23:23""","""1""",1,0,"""2024-09-30 19:35:08"""
714,"""567,72,56,1784,42,33,2192,83,90,1408,4,22,1225,92,44,2375,19,70,1600,56,2,751,33,85,976,81,94,659,94,100,559,99,100,500,100,99,500,100,99,500,100,88,1496,100,100,1725,100,100,1450,52,100""","""567,72,56,1784,42,33,2192,83,90,1408,4,22,1225,92,44,2375,19,70,1600,56,2,751,33,85,976,81,94,659,94,100,559,99,100,500,100,99,500,100,99,500,100,88,1496,100,100,1725,100,100""","""60,65,45,65,85,20,25,65,60,50,50,15,38,62,50,75,80,75,90,85,97,95,99,99,99,99,90,98,100,85,100,80""","""caloric intake/calories,macronutrient intake,micronutrient intake""","""500,2500,0,100,0,100""","""0,100,0,100""","""health score,weight loss""","""""","""2024-09-30 21:24:28""",66c3bdcaeef3aa970f90c75e,"""2024-09-30 21:59:41""","""maximize,maximize""",0,"""""","""11""","""2024-09-30 21:12:26""","""2""",2,3,"""2024-09-30 22:26:36"""
715,"""10,100,7,450,1,900,8,350,2,200,5,1100,10,250,3,275,7,85,2,2255""","""10,100,7,450,1,900,8,350,2,200,5,1100,10,250,3,275,7,85,2,2255""","""100,100,450,7,900,1,350,75,200,24,1100,45,200,100,300,27,85,68,2255,18""","""Nutrition value,Calories/Cal""","""1,10,1,5000""","""1,5000,1,100""","""Weight Loss/Cal,Healthyness""","""""","""2024-09-30 19:41:17""",634d7250a9dbe47b2b1d110f,"""2024-09-30 19:48:37""","""minimize,maximize""",1,"""""","""0""","""2024-09-30 19:22:02""","""1""",1,3,"""2024-09-30 19:33:28"""
